token,frequency
"aldı,",8
"avarə,",8
fələyin,8
"qəmdən,",8
gəldim,8
"bəli,",8
ortaya,8
istəməz,8
"əlindən,",8
Əli!,8
"insan,",8
malı,8
hümmət,8
əlvan,8
"torpaq,",8
dilbərin,8
gülə,8
vurar,8
"Yarəb,",8
"üstünə,",8
"çünki,",8
Camalın,8
deyilmi?,8
həqqin,8
Mişkin,8
döndü,8
ağrımaz.,8
aşiqi,8
"saçın,",8
mərcan,8
Dilbərin,8
"birdir,",8
edəm,8
"həkim,",8
əhdü,8
Məryəm,8
"keçdi,",8
Qaldı,8
görmüşəm,8
önündə,8
Hicrin,8
vasil,8
"billah,",8
axırda,8
еylədi,8
içi,8
"axır,",8
rəmzi,8
"a,",8
əya,8
betər,8
gəlsin,8
oldur.,8
dastan,8
salar,8
yanaram.,8
canda,8
dağlar,8
gözündə,8
key,8
oxurlar.,8
ilǝn,8
üstǝ,8
qǝlǝndǝr.,8
yada,8
namə,8
dağılsın.,8
daxil,8
Yoxdu,8
deyildir,8
olmuşdu,8
tǝk,8
Keçən,8
"yerə,",8
maral,8
niyə,8
əta,8
rast,8
keçdi.,8
"get,",8
tapmışam,8
düz,8
dǝxi,8
Nǝ,8
Qaçma,8
"qaçma,",8
avçı,8
çəkir,8
İsmayıl,8
gəlmədi?,8
keçsinmi?,8
istərəm!,8
"sal,",8
sənə.,8
İttifaq,8
sәn,8
yavaş-yavaş.,8
şahı,8
sonra.,8
gətirir.,8
kifayətdir,8
olarsan.,8
dostluq,8
"lakin,",8
dəyməz.,8
torpağı!,8
salır,7
çeşmin,7
qanə,7
itə,7
arasında,7
tutmaq,7
rəsmin,7
əqlü,7
tiğin,7
tiğ,7
ciyərim,7
vəsf,7
yaşın,7
Aləm,7
peykanın,7
gühər,7
ağzın,7
sərxoş.,7
xəlvət,7
yeksan,7
cismi,7
arizu.,7
ləbindən,7
neylər,7
müttəsil,7
nisar,7
keçən,7
götürdü,7
xarü,7
üzümə,7
görməmişəm,7
malü,7
Dövran,7
vü,7
etibar,7
işdə,7
Dəf,7
Səbr,7
ziyan,7
"aqil,",7
sular,7
viranə,7
yerinə,7
təlim,7
kamil,7
altun,7
qalmaz,7
mülkündə,7
Özgə,7
bulur,7
Lalə,7
"Saqiya,",7
qurmuş,7
Surəti,7
götür,7
görünür,7
əzab,7
yetmişəm.,7
eyləgəc.,7
fitnə,7
ar,7
sevər.,7
saxlar,7
olduqca,7
"od,",7
Sizə,7
məşhur,7
hala,7
fəqirə,7
"dəva,",7
olmuş.,7
"badə,",7
"neyləyim,",7
şəm.,7
çoxdan,7
"Zahida,",7
cəhənnəm,7
Keçdi,7
gözümün,7
"zar,",7
"Ey,",7
qarət,7
ölüm,7
bəyanə,7
olaydı,7
mübtəla,7
geyib,7
qanım,7
"sözün,",7
agah,7
"aşiqə,",7
Kakilin,7
Qönçə,7
"isən,",7
dəxi!,7
vermədin.,7
"naseh,",7
eylədin.,7
Olsun,7
ziyadə,7
Aləmi,7
candır,7
"saqın,",7
zalim,7
mar,7
ləziz.,7
nemət,7
dünyayə,7
şeyda,7
qılar,7
məhəbbət,7
Dövr,7
Tut,7
"həm,",7
çəkdiyim,7
kuyinə,7
çıxmış,7
basıb,7
"etməz,",7
Vəfa,7
kəsdi,7
Baxıb,7
Səba,7
könlümü.,7
ümmid,7
"canımı,",7
sizə,7
oldular,7
"xərab,",7
üzün.,7
Görüb,7
"Könül,",7
qəddin,7
"lalə,",7
Olmasaydı,7
Həsən,7
Kimi,7
görsən,7
Yolunda,7
şimdi,7
ayağın,7
ayağından,7
pərgar,7
xəbərdar,7
miskin,7
vurma,7
qəzəl,7
Məhəbbət,7
tökmək,7
əksi,7
bağı,7
verirəm.,7
Ağzı,7
yesə,7
ağzını,7
sinəsi,7
"bilsən,",7
şadlıq,7
başından,7
dilim,7
tab,7
tamaşa,7
tac,7
"sahibi,",7
köhnə,7
olmağıl.,7
Gahi,7
tutmuşlar.,7
Olar,7
cismim,7
"açdı,",7
qəddimi,7
dəgşirdim.,7
Olmuşam,7
qılam,7
Məhşər,7
verməz.,7
xarə,7
"giryan,",7
fikr,7
Ney,7
xəttü,7
"zər,",7
Xəbər,7
olduğun.,7
Cəhd,7
Neçün,7
qılmaz.,7
halıma,7
edərdi,7
"görcək,",7
"cəfa,",7
qəddü,7
"əfəndim,",7
sultanım!,7
"olalı,",7
"qoy,",7
etdiyimdəndir.,7
xəyalın,7
"nigarım,",7
qılmadı,7
əlilə,7
olunca,7
saxlamaz.,7
yetir,7
Lə’lin,7
hənuz,7
hicrində,7
"abi-həyat,",7
yanmış,7
əziz,7
kəsb,7
sidq,7
çıxa,7
Xəstə,7
"səfa,",7
"yanında,",7
kafər,7
"verər,",7
tərəfdən,7
"Şəha,",7
Cahan,7
tüğyan,7
tövbə,7
mülkünü,7
Asiman,7
zindan,7
tirü,7
"qalmadı,",7
Demə,7
qərəz.,7
olsaydı,7
Arif,7
artar.,7
cəmalın,7
feyz,7
təmə.,7
"şəkər,",7
keyfiyyəti,7
yazıq,7
qəlbimə,7
halını,7
"salma,",7
"ürək,",7
eşit,7
xalqa,7
budu,7
orda,7
qəddi,7
çoxlu,7
qəm.,7
illər,7
De,7
"hara,",7
qaçdı,7
qatı,7
"tutdu,",7
içən,7
"əzəldən,",7
qəlb,7
Allaha,7
"aya,",7
aç,7
"cavan,",7
şövq,7
izhar.,7
get,7
gecə.,7
"sənsiz,",7
qabil,7
halım,7
yazmış,7
bağ,7
bar,7
şəhrə,7
"gülüm,",7
Üzünü,7
cavab,7
sor.,7
ətəgin.,7
yazmışlar.,7
incə,7
dürr,7
ürfan,7
Görərsən,7
Çalış,7
yerindən,7
doqquz,7
kiçik,7
Əvvəl,7
idin,7
qan.,7
içdi,7
Misrə,7
cənnətü,7
kar,7
cənnətin,7
"heyran,",7
"çün,",7
kimsənin,7
ayruq,7
Neçin,7
"nigar,",7
pərvanətək,7
olduvü,7
"iç,",7
Cahanda,7
uşbu,7
pəri.,7
nеcə,7
"buldu,",7
iraq,7
leylü,7
dildən,7
nəsnə,7
dərs,7
yel,7
Gəlgil,7
üstünə.,7
erməni.,7
Qorxuram,7
xaç,7
Həqdən,7
kövnü,7
olmayan,7
könlündə,7
Ənbərin,7
ziba,7
dodağı,7
Kimdir,7
əbədi,7
ləbləri,7
xoşmudur?,7
pərvaz,7
"əl,",7
xumar,7
"еylədi,",7
vüsalından,7
əlimdən,7
kirpigin,7
"durmuş,",7
dodağından,7
and,7
şikar,7
"bəyan,",7
çəməndə,7
Əli.,7
irişdi.,7
Əzəldən,7
görmədi,7
"versən,",7
zamanda,7
Xətayi,7
əfəndi.,7
Yarım,7
uğrar.,7
gördüm.,7
"şol,",7
gǝr,7
On,7
xandadır?,7
içrǝ,7
hanı,7
"mövla,",7
Sərasər,7
"bəri,",7
Durub,7
vuran,7
Seyyid,7
işrət,7
gecələr.,7
onun.,7
"dana,",7
edirsən,7
Bunu,7
Əqli,7
Mustafa,7
əmrə,7
"divanə,",7
"əsla,",7
bunlar,7
eşşək,7
şər,7
bəyin,7
xeyr,7
etmǝkmolur.,7
ağlar,7
"Ğazilər,",7
"bahar,",7
"yanına,",7
çoban,7
"gedər,",7
fikir,7
mina,7
qanad,7
elmi,7
qış,7
idi;,7
kimsənə,7
şikayət,7
Etdilər,7
dərman.,7
"nalə,",7
Burda,7
nöqsan.,7
dönmüş,7
bulunca.,7
küncündǝdir.,7
eybi,7
qulam,7
onları,7
sǝnindir.,7
"məndə,",7
Göy,7
Didar,7
mǝnzilidir.,7
oturmuş.,7
yоl,7
tarix,7
fikirləri,7
rus,7
ilk,7
mǝdǝd!,7
gǝlübdür.,7
xəcalət,7
günə,7
gözlərim,7
sevən,7
Pərvanə,7
tüfəng.,7
tük,7
görməmişəm.,7
Gündə,7
salan,7
"artıq,",7
də.,7
düşərmi?,7
"sәnin,",7
Ömür,7
görəndə.,7
"torpağa,",7
yetişdi,7
eşitdi,7
ac,7
nә,7
yuxuda.,7
Vardı,7
"Cəfər,",7
Demirəm,7
qurban.,7
Birinə,7
pişik,7
verirəm,7
Ürəyim,7
cahan.,7
Hüseynin.,7
gülün.,7
gündüz,7
"qalıb,",7
dövran.,7
saxsı,7
cüt,7
pislik,7
Xaqanini,7
"qılır,",6
Ayağın,6
qəmzə,6
zülf,6
ağız,6
cəhd,6
"peykanın,",6
urar,6
peyvəstə,6
"olsam,",6
"dərdin,",6
"nəfəs,",6
çəkməz,6
"olmadı,",6
"derlər,",6
aman,6
sərvi,6
içmək,6
qamətin,6
"görmədim,",6
Tutub,6
Xəm,6
"xəncəri,",6
durmuş,6
məstü,6
verdin,6
Kəsmə,6
dəmadəm,6
dəhrin,6
fəryadü,6
atan,6
Əya,6
abad,6
aşiyan,6
taət,6
heyf,6
beylə,6
ani,6
"qədəm,",6
Misr,6
dilbərə,6
səvab,6
Türfə,6
tamam.,6
sufi,6
"pir,",6
aldım,6
xürrəm,6
olduğu,6
bilirəm,6
Yad,6
peyda,6
qəza,6
Açılır,6
bəndə,6
Canımın,6
cövhəri,6
fəda.,6
dildarə,6
"tutmuş,",6
"dərd,",6
gülzarə,6
odunda,6
Fitnə,6
Vəh,6
verəsən,6
baqi,6
axir,6
bais.,6
əğyarə,6
vaqif,6
Qəmzə,6
həzər,6
arizi-cananə,6
ayağı,6
ləfz.,6
ləlin,6
Yerə,6
sərvin,6
dəfinə,6
"qılma,",6
nəql,6
"fəğan,",6
qanını,6
qıldın,6
Eşqində,6
ilədir,6
istərsən,6
"halə,",6
cövlan,6
eyləyən.,6
Zahidin,6
xəbərin,6
"mah,",6
kəs.,6
təndə,6
mülkünün,6
Başın,6
minnət,6
"canıma,",6
tutulmuş,6
"bağrım,",6
keç.,6
"yaşı,",6
"edə,",6
Aşiqə,6
cövründən,6
şəm’,6
möhtac.,6
hur,6
salsa,6
məğrur,6
tut!,6
ədalət,6
Xah,6
"fəqih,",6
"bağ,",6
ləl,6
Faş,6
Çıxmış,6
"giriftar,",6
"günü,",6
etmədi.,6
Göydə,6
sakin,6
"dönüb,",6
məqsud,6
"aləmi,",6
Gözün,6
mülkün,6
hüsnünü,6
əlbəttə,6
min-min,6
"yolunda,",6
şölə,6
dövranı,6
etmiş.,6
Həzrəti,6
Dördüncü,6
Sultan,6
sabit,6
düşməz,6
"ondan,",6
edərlər,6
desəm,6
əsəri,6
günündə,6
umma,6
afitab,6
"Səba,",6
tanrı,6
idrak,6
Yandı,6
görmə,6
"olmaq,",6
edəsən,6
"salıb,",6
baxıb,6
fəğanə,6
allaha,6
"keçər,",6
sözlərini,6
olaraq,6
"ağ,",6
allah,6
eşidib,6
məhrəm,6
meydana,6
ağlı,6
Xalq,6
qurd,6
nəyə,6
səfər,6
eşitcək,6
Təkcə,6
Kövsər,6
Siz,6
Başa,6
cəfası,6
əhlinin,6
alsan,6
qaşları,6
başımdan,6
cahanə,6
səfa.,6
ərzü,6
"halım,",6
almağa,6
könlümdə,6
"olsaydı,",6
üzrə.,6
küstax.,6
"qandır,",6
Dəm,6
"yerdə,",6
boynunda,6
"olsan,",6
qərar,6
görcək.,6
"aləm,",6
haşa,6
aşiq.,6
olmağa,6
həvadən,6
Qəmindən,6
"dersən,",6
"hörmət,",6
afitab.,6
"başı,",6
bülbülün,6
ehya,6
Çəkər,6
"çıxdı,",6
"bərabər,",6
odundan,6
sözünə,6
"öldüm,",6
açılmış,6
sahib,6
əhli-nəzər,6
qalmışam,6
"sədəfdir,",6
"rəqib,",6
"aç,",6
pərdədən,6
rəvadır,6
inayət,6
"yarə,",6
"gələr,",6
Başını,6
narə,6
Seyr,6
Edə,6
verdin.,6
"pünhan,",6
suda,6
gülər,6
niqab,6
dünü,6
Sordum,6
zülmət,6
eyləmiş.,6
"qarə,",6
qanımı,6
"dünyayə,",6
nəzər.,6
"etsən,",6
xeyrü,6
əfv,6
həddən,6
ali,6
"dərya,",6
adəm,6
hindu,6
bilirsən,6
bəhs.,6
"istəsən,",6
bilmədi,6
Neyçin,6
da.,6
nurlu,6
keçir,6
adına,6
Mütrüb,6
Əlinin,6
əqlə,6
оlan,6
yatan,6
Sirr,6
ulu,6
atəşə,6
dostun,6
düşmən.,6
"görüm,",6
cansız,6
İnsan,6
"Müğənni,",6
eləyim,6
ayna,6
"işə,",6
"yolda,",6
yeksər,6
vurur,6
"durub,",6
“Ey,6
çох,6
"sirrini,",6
halımı,6
Bəzən,6
Açdı,6
qapdı,6
ibadət,6
Lakin,6
Həsrət,6
əbəs,6
Ki,6
"cam,",6
əzəli,6
eləsin,6
hazır,6
gözümə,6
Bizi,6
"viran,",6
xəbəri,6
Qaşınla,6
təbi,6
canıma,6
istərəm.,6
Qalmışam,6
dərdini,6
sayəsində,6
"qopar,",6
çatmaz,6
vəsfini,6
neysan,6
dünyani.,6
"bədən,",6
xaliq,6
nəhs,6
hakim,6
Odur,6
arzular,6
"qoyun,",6
ağac,6
tikan,6
kəslər,6
Nədən,6
"yeri,",6
Ana,6
üstün,6
qəmlə,6
namərd,6
yandan,6
təbim,6
qəribə,6
durmadan.,6
ətri,6
ikisinə,6
kan,6
kəlamı,6
Üzündür,6
Sufi,6
Haqq,6
nigarın,6
yoluna,6
"kəlam,",6
sandı,6
Zülfünün,6
"tuba,",6
kövsər,6
Xəyalın,6
şəhrini,6
"surəti,",6
camalını,6
surəti-rəhman,6
dam,6
küfrü,6
Anı,6
"vasil,",6
oluban,6
bəylik,6
eşqinə,6
"vətən,",6
Üzünə,6
"nuru,",6
saçı,6
əyri,6
olmuşdurur.,6
"gördü,",6
nə?,6
еdər,6
vəslini,6
şan,6
səkkiz,6
Şeyx,6
"Allah,",6
yar!,6
ildə,6
"münkir,",6
bilməyən,6
neçin,6
Dövlət,6
"cüda,",6
bağrını,6
Zülf,6
qal,6
"еyləmə,",6
Həsrətindən,6
Boyun,6
bulmuşam.,6
"dost,",6
xətti,6
kamal,6
Sənsiz,6
geydi,6
dan,6
andadır.,6
Qibləgahımdır,6
"Muhamməd,",6
səcdəgahımdır,6
"üzü,",6
İstədi,6
Tanrı,6
Canıma,6
dəniz,6
Məhəmməd,6
Fəda,6
sərbəsər,6
aya,6
dərviş,6
üstündǝdir.,6
Gǝr,6
quzu,6
ipək,6
bilmǝz,6
"canlar,",6
gǝlmişlǝrdǝnüz.,6
cümlǝ,6
varmıdır?,6
ağa,6
"desəm,",6
"şirin,",6
"üstündə,",6
"altında,",6
"nazik,",6
yanından,6
mədəd!,6
"Zakir,",6
öpüm.,6
yay,6
"başa,",6
Siyah,6
Niyə,6
xanə,6
"xitab,",6
etsən,6
Xan,6
Hamı,6
elədi?,6
harda,6
Pul,6
"at,",6
"dünyanı,",6
şir,6
Kül,6
Xassə,6
saqqalı,6
düşübdür,6
"Natəvan,",6
dǝm,6
cǝmalın,6
olmasa.,6
xǝstǝ,6
əlinə,6
külli,6
"canına,",6
kəsilər,6
xalqı,6
Axır,6
Uzun,6
Hatəm,6
Vaqifin.,6
"ağlaram,",6
Qarabağ,6
hasil.,6
"qərar,",6
Əlli,6
Çıxıb,6
Edibən,6
ilə.,6
dübarə,6
əra,6
bulud,6
alıbdır,6
dolub,6
Şirvan,6
bənövşə,6
"edir,",6
atam,6
"başını,",6
üzdə,6
Odlu,6
süfrə,6
yaz,6
tərəf.,6
Kaş,6
əgər.,6
"qədər,",6
Sǝnin,6
Yaz,6
"ara,",6
eylǝ,6
"gǝldi,",6
eylǝmiş.,6
Qalsın,6
qalmasın.,6
Gedib,6
məhəbbətə,6
Fil,6
əhlinin.,6
biz.,6
dini,6
bilər.,6
axşam,6
gəlib.,6
Kamal,6
Bunun,6
yüksək,6
ərənlər.,6
ayrıldıq.,6
aşiqəm.,6
gen,6
"Vaqifi,",6
"bəzənibdir,",6
qalıbdır,6
evində.,6
gələndə,6
Qələm,6
gözlər,6
"yaşınmaq,",6
eyib,6
çıxar.,6
əfəndi!,6
Şir,6
Böyük,6
mədəd.,6
yan.,6
gəlsin!,6
tapşırdım.,6
şahə,6
düçar.,6
görən.,6
xitab,6
vasil.,6
söylədi,6
"Yox,",6
düçar,6
Onlara,6
eyləyər,6
asan.,6
əhməq,6
təmiz,6
dərdimi,6
'''Eyzən,6
"indi,",6
yurdu,6
dostuna,6
çörək,6
Torpaq,6
asiman.,6
Rey,6
pərişan.,6
Dostun,6
Dağ,6
ağlın,6
Ağıl,6
gör!*,6
səhrayə.,5
iynə,5
Salır,5
bağlamış,5
sənət,5
gəzən,5
gir,5
Bağ,5
"göstər,",5
Ləhzə-ləhzə,5
müjgan,5
Çak,5
badi-səba,5
"yad,",5
Bərgi-gül,5
tökən,5
cizginir,5
eylərlər,5
əksin,5
oxu,5
vəhm,5
mərhəm,5
xəyalilə,5
Qəmdən,5
miqdar,5
Ərz,5
hüşyar,5
gündür,5
qılsam,5
ülfət,5
tutubdur,5
"canə,",5
şəmə,5
"mərdümü,",5
"sərbəsər,",5
"qədəh,",5
həva,5
Oldum,5
düşmüşəm,5
yerim,5
Cismim,5
olurdu,5
cəvab,5
həram,5
şüar,5
olgil,5
mövc,5
hirman,5
məmur,5
əhlini,5
vəqti,5
Qılıb,5
asiman,5
Çək,5
"verdim,",5
həqi,5
"bilməzəm,",5
mehriban,5
"günəş,",5
sun,5
fürsət,5
eyş,5
müdam.,5
zinhar.,5
hekayət,5
təlx,5
munis,5
ma,5
bulunmaz,5
xabə,5
surəti,5
çıxır,5
əmr,5
yoxdan,5
əncüm,5
Yusifi,5
avarə,5
sərgərdan,5
"gəzər,",5
"fəda,",5
rəsmi,5
əfzun,5
bəxt,5
"yerim,",5
"hərdəm,",5
ehtiyac,5
ömrün,5
toprağə,5
enmiş,5
"bəla,",5
küfr,5
həşr,5
"cənnət,",5
Dust,5
Bəxt,5
Vəsl,5
yanə,5
qeyrət,5
nədəndir,5
birin,5
didə,5
dövrdə,5
Çərx,5
Zövq,5
xərab,5
Xublar,5
imarət,5
"zəhmət,",5
Şəm,5
Bildim,5
Qəddin,5
"ayağına,",5
"məqam,",5
Şad,5
Aşiqi,5
"içib,",5
kaş,5
iltifat,5
"eyləyən,",5
kafir,5
var!,5
eylərsən,5
təslim,5
"evi,",5
Laməkan,5
günah,5
nəsihət,5
sana!,5
Yel,5
tar,5
Tünd,5
divar,5
şəhdü,5
sağər,5
"dağ,",5
aləmin,5
munca,5
"tac,",5
hacət,5
lütfün,5
"aldanma,",5
"qəbul,",5
küdurət,5
Tutma,5
peymanə,5
"qulaq,",5
mərdanə,5
Eşqdir,5
gördükcə,5
"açıldı,",5
seyrinə,5
qeyrdən,5
dura,5
rəf,5
"əşk,",5
qılsan,5
əhvalımı,5
qapında,5
aça,5
Gözəllər,5
Məsiha,5
sənəmin,5
mötad,5
əşkim,5
"dərdim,",5
olsun!,5
"büt,",5
Naz,5
kəsib,5
Zaye,5
qalıb,5
"bağiban,",5
görünən,5
xurşid,5
Sərf,5
gəzər,5
"sanma,",5
"həzər,",5
sordum,5
qəflət,5
Həzər,5
sevdası,5
öldürdü,5
bəxtim,5
"bixəbər,",5
görgəc.,5
xəcil,5
həvəs,5
həya,5
əcəl,5
Könüldə,5
olursa,5
"dərmanı,",5
Dəhanın,5
kuyində,5
vəchi,5
mehri,5
Kimə,5
"Həbibim,",5
şükür,5
edirlər.,5
canına,5
"oluram,",5
Sözünü,5
həll,5
"Amma,",5
paltar,5
Müştəri,5
"çəkdi,",5
Başqa,5
fəsad,5
sözlərin,5
Axı,5
qəmə,5
"oynar,",5
rəngin,5
ürəkdən,5
"görə,",5
Nar,5
Bağda,5
"deyiləm,",5
beyt,5
səxavət,5
sifətli,5
bağda,5
"döndü,",5
yara,5
sizin,5
Yəqin,5
vəfası,5
getməz,5
qamətim,5
oxları,5
Adət,5
aldın,5
qapısın,5
başımda,5
əta.,5
Fəhm,5
arada,5
Demək,5
rəğbət,5
münasib,5
müşküldür,5
"Zahid,",5
Dərdə,5
elmə,5
Görün,5
abi-həyat,5
cami-mey,5
zöhd,5
"mütləq,",5
qəsd,5
dişin,5
onunçün,5
siyəh,5
Cam,5
dad,5
qanından,5
"eyləsə,",5
"murad,",5
nun,5
hilal,5
Gətirib,5
getmə,5
Şimdi,5
şəhri,5
Əsli,5
badəni,5
Qalmadı,5
Özünə,5
sünbül,5
əlini,5
büt,5
vurmuş,5
"özgə,",5
pərü,5
gözə,5
"qanı,",5
badə.,5
"talib,",5
sözüm,5
"istəməz,",5
"tutsa,",5
təsir,5
"əfzun,",5
Haman,5
alsın,5
"sənindir,",5
evinə,5
sərvü,5
"düşdüm,",5
Nəzər,5
üşşaq,5
"üzünə,",5
Yetdi,5
"yolunu,",5
qılıncı,5
zərrin,5
səhv,5
Cövr,5
"gözdən,",5
onlarda,5
"munisim,",5
həsəd,5
sübhə,5
rəncü,5
Eylər,5
tükənməz,5
"aşiqəm,",5
İç,5
qamətinə,5
"qaşın,",5
rüxsar,5
ahı,5
Yusifin,5
"surət,",5
Fikr,5
"müştaqiyəm,",5
mənimçün,5
Sərv,5
içsə,5
sala,5
"nərgis,",5
olmaqdan,5
"yana,",5
sitəmindən,5
Sanasan,5
içib,5
nəşvü,5
mənim?,5
yetən,5
salsın,5
Ənbər,5
"görünür,",5
dedilər:,5
Bağdad,5
içər.,5
Zahid,5
nəfs,5
"nişan,",5
qəbrimin,5
Xəyal,5
etməsin,5
balü,5
salmışdır,5
hünər.,5
uçar,5
qiymətli,5
Düşmənin,5
tapmaz,5
məhi-taban,5
"əta,",5
ixlas,5
"ruzigar,",5
Dövlətü,5
kimdən,5
dilimdə,5
"qiyamət,",5
billah,5
"hünər,",5
ari,5
sürmə,5
qədrü,5
qıla,5
"dərdə,",5
istəyən,5
yerdən.,5
dedim:,5
Əqlin,5
"həmişə,",5
həftə,5
məclisinə,5
dəydi,5
"doldu,",5
açıq,5
sirlər,5
Ud,5
Yəmən,5
qəlbə,5
"həsrət,",5
sən!,5
şövqü,5
"kədər,",5
оlum,5
yalnız,5
açar,5
"mey,",5
"edirdi,",5
əlan.,5
Elm,5
Dostluq,5
gözünü,5
göndərdi,5
ağacdan,5
taki,5
çəksin,5
gecə-gündüz,5
hicran.,5
"huri,",5
gəmi,5
nəğmə,5
qulaq,5
adi,5
kəlmə,5
görürəm,5
meyə,5
istədi,5
"söndü,",5
çağı,5
hiylə,5
Aç,5
"eşqinə,",5
qəlbimi,5
ölən,5
qəndü,5
açır,5
hava,5
Fikrim,5
bixəbər,5
"əldən,",5
nicat,5
cahanı.,5
kəm.,5
aləm.,5
sərü,5
fəğanım,5
qala,5
Bağladı,5
sürahi,5
Dur,5
xətin,5
Onunçün,5
"tərəf,",5
hifz,5
didar,5
xəncər?,5
sərxoş,5
Görünür,5
zahirdə,5
"sor,",5
sorma,5
fariğ,5
Afərin,5
"halını,",5
fəlsəfə,5
boynuna,5
təqlid,5
riya,5
yaxşıdır,5
elmdən,5
həqiqət,5
Güman,5
sonsuz,5
dərbani.,5
şahların,5
gözlə,5
alçaq,5
ruzigar,5
fani.,5
körpə,5
layiqdir,5
yazdı,5
bağlama,5
"olmuşdur,",5
axtarır,5
olarsa,5
Behişt,5
"kamil,",5
haman.,5
boy,5
nişan.,5
ağacda,5
bəyan.,5
ayırdı,5
olaq,5
nəzmə,5
mahi-taban,5
"nədən,",5
"görmüşəm,",5
Isa,5
yoldaş,5
irməz,5
"kərə,",5
nöh,5
"ayinə,",5
anun,5
yə’ni,5
səfavü,5
Götür,5
valehü,5
qüssədən,5
yürəgim,5
müxtəlif,5
irişdi,5
Səd,5
"kəman,",5
buldum,5
qədəhi,5
irdi,5
"ənəlhəq,",5
çövkan,5
Bax,5
sidrəvü,5
ənbərin,5
dürrü,5
Yanağın,5
torpağı,5
"şahı,",5
müəttər,5
Kimin,5
eynin,5
"bildi,",5
"məlik,",5
sər,5
Hüsnü,5
Məhv,5
ağzına,5
"cana,",5
"qərarım,",5
əzəldə,5
dilini,5
fələkdə,5
"şaha,",5
Fələyin,5
"qələm,",5
bənin,5
baxa,5
Hərdəm,5
peyman,5
Dərdü,5
Tək,5
zəhr,5
Külli,5
"oyan,",5
istəyə.,5
kəndi,5
məkanın,5
"dilbərim,",5
"gər,",5
çeşmi,5
"anı,",5
də’vət,5
"üzlü,",5
"zülfün,",5
kitabı,5
Həqqi,5
şərhü,5
"Yoxsa,",5
yalan,5
əla,5
nigar,5
hədisini,5
qılur,5
firqətin,5
Düşmüşəm,5
seyl,5
Nеcə,5
"sə,",5
"za,",5
"dü,",5
"sö,",5
"qa,",5
nəqşü,5
qaşü,5
Vəslinə,5
"buldum,",5
Yüzün,5
şərbət,5
еtdi,5
bənzər?,5
para,5
cahana,5
saat,5
"gеtməz,",5
Rüхün,5
canım.,5
sığmaz,5
bunda,5
Üzündə,5
Fəzli,5
oduyla,5
atar,5
camal,5
yazan,5
oxur,5
gülab,5
yandı.,5
Tuba,5
ayın,5
göyçək,5
aləmdən,5
Cənnət,5
niyaz,5
Girdi,5
ünü,5
yüzündǝn,5
"mǝnim,",5
gözümdǝn,5
yaxud,5
ğǝm,5
kimsǝ,5
Quşlar,5
yağ,5
hüsnin,5
Mehman,5
gəldiniz.,5
sabah,5
qaldım,5
ǝbǝd,5
hǝqdǝn,5
isǝn,5
gǝl,5
dǝrman,5
"Xətayi,",5
mǝnǝ,5
"bəndə,",5
fikrü,5
Sözü,5
"başdan,",5
fəda!,5
bulut,5
Vaqifin,5
Allahı,5
sədparə,5
Sakit,5
şəxsə,5
zəmanədə,5
"güzər,",5
"elədi,",5
"heyvan,",5
"eləyib,",5
bəylər,5
saman,5
Bəy,5
tapmadı,5
hamısı,5
yağlı,5
bular,5
Görcəyin,5
Tülkü,5
Qocalıq,5
axırı,5
"kömək,",5
"ağa,",5
götürüb,5
"əmələ,",5
"qara,",5
"hələ,",5
molla,5
Zahirən,5
Zülm,5
mərdü,5
Qoyun,5
Qızıl,5
"bivǝfa,",5
fǝda,5
tutmaz,5
tǝki,5
"gəlin,",5
tuti,5
"Vəh,",5
düşəndə,5
"xandan,",5
yağış,5
əqlin,5
"deyilsən,",5
tez-tez,5
billəm,5
qız,5
qaranlıq,5
Əlin,5
Məhəmmədin,5
üzə,5
qarşında,5
Dəli,5
işində,5
"xəstə,",5
qurbanıyam,5
qoşa,5
gözəldir,5
xalı,5
Olmasa,5
"ziya,",5
əfğanı.,5
"oğlu,",5
tazədən,5
çarə.,5
hüma,5
zərif,5
tökür,5
Harda,5
Söylədi:,5
məni!,5
ulduz,5
səpən,5
"yol,",5
atı,5
"oxşar,",5
yüzü,5
Olasan,5
zülfin,5
derlǝr.,5
"gǝl,",5
gələ.,5
söylǝniz.,5
mǝnim,5
"oturma,",5
yоla,5
gǝlür.,5
zaru,5
çəkdin,5
istərlər.,5
geniş,5
filan,5
oxuyuram.,5
əsas,5
halda,5
xırda,5
hücum,5
qüdrətli,5
"düşsün,",5
busə,5
Tər,5
bərbad,5
qiblə,5
Ağa,5
Qanlı,5
sеvmişəm.,5
açmış,5
getsinmi?,5
sel,5
Mənimlə,5
"yada,",5
"dönmüş,",5
Vaqifə,5
zinət,5
"gözləri,",5
döndərib,5
yerində,5
eyləyəm.,5
deyər,5
Pənah,5
küsmüşəm.,5
"səda,",5
nəfəsim,5
"səsi,",5
sən?,5
oynasın.,5
qabağında.,5
Qurban,5
yanı,5
utanmaq?,5
dayanmaq!,5
"çəkirəm,",5
kəlisadən,5
durmuş.,5
qaraçarqat!,5
ilә,5
Gündüz,5
ayrı.,5
məndən.,5
Şayəd,5
yetirdi,5
mürüvvət,5
"siçan,",5
təng,5
"irsal,",5
Hiylə,5
qüssəyə,5
kənarında,5
Vətən,5
qoydum,5
mənimtək,5
"rəva,",5
Mollanın,5
canı.,5
ehsan.,5
ildir,5
